Date,Full Retreat and Summaries,Title of Event,#,Transcript or Writing,Title of Talk or Writing,Link,Broad Topics,Detailed Topics
2007-02-04,,Lovingkindness and Compassion as a Path to Awakening,5,2007_0204 Guided meditation - Metta to phenomena.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/cUn_FBsCFBCryUTKkPECxA/SRaPzg1o67h2z_V4gsiRpRuzq7Gar2VYGzirU9tE53qFtUWIKlETO4oJdMR0Fa0O71cmaRFVl3RxIDHjyyR0boiRuf1hweafE1EfCwOQStZ85pMwU-npWbH6ErgJBAdZDPPDAOigN14ftCHOgeuerw/o5mQpcyxmYfsh5wzCofTQ1VDr_GhceRUlimbJex5z5g),Guided Meditation - Metta to Phenomena,https://dharmaseed.org/teacher/210/talk/12292/,"brahmaviharas,emptiness/insight","metta,metta towards phenomena,compassion,Practice: welcoming/allowing"
2007-02-04,,Lovingkindness and Compassion as a Path to Awakening,6,2007_0204 Love and Emptiness.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/nDP2CP2_iC0eDbPrxnM0oQ/Lxurv8Q_nYM9nePlIia2AntRreVQa2jJ9dnGaeEUEULhAmJTresOaQJdJiHetTkUxNWWBmy5Y4wc7jsCx_PSGgf2UNFfq93VdsWgLHBWi16yPpLYRpy674vwhuWGSIlf/5aXRwLwQSfA5TnfqppIfDOTnvOEn8V09-ihIMm3fBco),Love and Emptiness,https://dharmaseed.org/teacher/210/talk/12293/,"brahmaviharas,emptiness/insight","metta,metta: retraining the habits of mind,insight and cultivation (aspects or wings of the path),the Unfabricated,""self-views, noticing and practicing with"",metta and compassion: love without an object,""emptiness/insight: fading, unfabricating"",""emptiness/insight: dependent arising, mutual dependence"",emptiness/insight leads to more care and love,awakening,metta towards phenomena,metta and compassion seeming to mix and blend,practice schedules / balancing different practices,emptiness: what is emptiness?"
2007-02-08,,Lovingkindness and Compassion as a Path to Awakening,7,2007_0208 Equanimity in Compassion.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/Pjyqo5PY9twQF_7DjIPuyQ/V6mBY_qnY9qzlN1rFxJ3SFPFrpZWtB_xOAO3G-MfmuW7z5KRN9wJMuVRYm2llrMJiFQ_eV3FeIFUFs0vB2zsIa715g_5m3gWhux9HPto5h5qKejEpNJ5e6sKrmHtu-7H/VQc6VZwpEFgbH63PsqME_Hbr3BL3j2B_HycfuRKklEY),Equanimity in Compassion,https://dharmaseed.org/teacher/210/talk/12289/,brahmaviharas,"compassion,equanimity,definitions: equanimity,samadhi,equanimity in compassion practice,equanimity: near enemies,worldly winds,equanimity: ways it can arise,impermanence (anicca),equanimity: types of equanimity"
2007-03-01,"""2007_0301 Day Retreat, London Insight.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/rwhFwjC7rY2GTWYSAYdMzw/CidcPmRhnqRqISpRMsv97s31S0_Y7Fy0ectVI6E7WXfvG3b_AlnfDtkXvTvaA-79Pil2M9uUiSajPb36zqH_075fFanPY74wkODwEXbbr10mC64sNfx4qK2hzFvl8BID/6rLAqT4SkRDfD1TE1BW22QyIh1WjJDjGNccKSIY0H60)""","Day Retreat, London Insight",1,2007_0301 Beyond the Prison of Self - Part One.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/yA7VdF4nsYvRIRL8cEyMAA/vlXrfJU0amSHQVNO7bc3Kqg_BOag6CwL4_MkE-r8zIBI5O0kRm3U0QOjQag0p3tAi2NHFHs38mUZhUOab06OOU29Nt3RmOfcG9Dq-RjGLEKDJRxwoAzvd7G2j7koq59GXJnnHfH5XLer1AERm074bw/OAA6fVX7NYeF92PTBUZgLBDaXb2rxOw_udreQkdeXYM),Beyond the Prison of Self (Part One),https://drive.google.com/file/d/1cFsHkLJERiajG4afJfBLnis8-XLYbFV9/view?usp=sharing,emptiness/insight,"not-self (anatta),""self-views, noticing and practicing with"""
2007-03-01,,"Day Retreat, London Insight",2,2007_0301 Beyond the Prison of Self - Part Two.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/IV8iPtZM3Se9Hr-Pu7NpXQ/1TRgYpkOWHVWp_vs7gJCPb9Rcy6X-klvjElWEQw6HWBOskTD50dPsgn2stu8kIWd5pu6KQKMKCwhd2DTJ_Ms0otgeFvuKPShFhtMAH3kxsGGt326tkh_uPv-964GjZ4iU1bzP5UB87ccvcs7rtS82A/nwGpZxT_pXutlA3ajPu-R3OUdThPP8TBIU2rlibL76Y),Beyond the Prison of Self (Part Two),https://drive.google.com/file/d/1GbXtWhNnnxj0mbEm5zj85hrNsE-uvWbh/view?usp=sharing,emptiness/insight,"not-self (anatta),""self-views, noticing and practicing with"",generosity,judgment/inner critic,karma"
2007-03-15,2007_0315 Working and Awakening.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/3GwphAsaL9k2DTeqRABTOw/3pSn2cL5vdIwml9SKWxzcfDlQrb-NCsCdq4Or_0gRROdOEz-bU6y-4wQWNxvRKMdEosS6RizBcp3g0VH6Uyp2jdZPoTMCBkMCNjvguQqdALgbILAMasv68SQE5dQ6-Rc/WlVFBrjGBh9RlRr2MpCl-yGFddAsl5iiHIAfPIPoIMU),Working and Awakening - A Work Retreat,1,2007_0315 Home and Homelessness.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/OOLmQHAoiuJ7eMG4uc9Tew/vrMiWSkjMwUIkaa8AVR998ncdLMzxdo2FbHC-M-ceOL0LZNlpIs2IdnoYE9ZBEizU9NtUHv95TIK15WxbBLMMiIFZRD5fCnID5Ny8TJXID4iv4hxFU_tb7LrjAF-c8MA/WFY0hsyVWl0CJ-BTMo1EaCfVZDF5vqu8T_Oka7191-s),Home and Homelessness,https://dharmaseed.org/teacher/210/talk/12344/,other topics,"renunciation/letting go,homelessness on the path,authenticity,dangers or shadow sides in any dharma path,Four Noble Truths,""ways practice can bring sense of at-homeness, belonging"",impermanence (anicca),taking refuge,beyond spaciousness/the vastness of awareness,""emptiness of fabrication, unfabricated / snake eating its own tail, links melting"""
2007-03-16,,Working and Awakening - A Work Retreat,2,"""2007_0316 Passion, Desire, and the Path.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/LuCSytz_r2Bnl0F4DaFt1Q/BTuxH7bWSgf5ZyJGr7Ve5Mf0Zmt2SlkmbqU1X-Wba1JWEgiiVEakMZ7Y82XbkOjebR2cKzibYuLd8CBNhMldb8JeVdfJP6XvAZtceRLxg3uElkcAjCewp05iAmL7T6zq/ochxk9nTIsVb4jAfFVhY3784VcgHktLfk0s6agLTMww)""","Passion, Desire, and the Path",https://dharmaseed.org/teacher/210/talk/12343/,other topics,"desire/eros,goals and effort,goals and effort: elements of wise effort,desire: the place of desire in insight and cultivation practices,desire affects how and which experiences unfold,sexuality/romantic relationships,energy: factors that block or inhibit energy,precepts,working with tiredness / dullness,critique: disgust as a stage of insight"
2007-03-17,,Working and Awakening - A Work Retreat,3,2007_0317 God and the Ultimate Truth.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/nOBkhWHy7UfZmChNSGpgRA/YVJoWqEymERBtUl7nlFdODHsnlBxsTHmkgI_TsdlucNrJaWF_2qQYDMWHAr0US5-r-LLIAFRdcqcALdUBRvy9_Rs50okImTYMkBrWIFWNLCJCe2Z6nRL38Y9sKVuwNdG/MDSajJ3rkc5bO0BEWW6d1SpX54LkjymfqsLLtZ2abFw),God and the Ultimate Truth,https://dharmaseed.org/teacher/210/talk/12342/,other topics,"mystical openings and experiences,Christian mysticism,inquiring,devotion,compassion,""oneness/vastness, different flavors of (love, awareness, etc.)"",""emptiness/insight: fading, unfabricating"",time and timelessness,emptiness of time,the Unfabricated,depths and dimensions of silence"
2007-03-30,2007_0330 Samatha Meditation Retreat.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/ToqXsiqqrxtHh4MTcdc53Q/TH1Sjpv-6Nj9KG6G3xBBdx0VMY4VrkFvQWffesgcSs1ce-wd7K5LMEmDAFKRfiylFMOGj0SYBllntRnMnsmWUr7SNRwwmDORrxU5FjepE1WFdnClsKKq57XeV2WTuHP-/2b1C1NJO7ivMt6PPs8trhtIQ2hyk8dg2Hyhlq96MBuY),Samatha Meditation,1,2007_0330 Opening Talk on Samatha - Concentration Practice.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/lazN2C6Gm8-b_vdf-VNGlA/FgFmmigF8ESV8JNUupT6dF5VyOCXbCO1TC_x-OqIksLjRsp1Mf5NvxUbdrBgy9XjWtT4DFGWDdK7hoN0QLC0R4eGvb6VLqyCt8dDQto1nsSuVVcQvSmmXEa5Xicri5Z9HthKl2DAkbvvGIbgMmmjrQ/j2Bh38iPWgdSKCYXjnJ9HC6XFIbFstnuQutRluZHv7Q),Opening Talk on Samatha (Concentration Practice),https://dharmaseed.org/teacher/210/talk/12312/,samadhi/jhana,"samadhi,awakening: necessary elements for liberation,breath meditation: manipulating / playing with the breath,getting in touch with deeper priorities,gratitude and appreciation,precepts"
2007-03-31,,Samatha Meditation,2,2007_0331 First Samatha Instructions and Guided Meditation on the Breath.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/pWfaLA_a7KClrezRILQ_EA/1qirqGAde3fyKGyp1r5PntWALVp1oBJifEuGJmUqNbW8sfAj2umKSA_D684RSO1reX_b05LqQM91sIGeyLI83xP5xvkf4-ueEZHI0eM1YhzwWqefvn6wbCjS0WuApOcJn6vce9EdsrS_6rGCYsqVLuKiASNgTZruDnuikv0zSzM/xQ9-FG_SOrKR7sOh7PRyrfLne3KVbMXUaowlSQmb22w),First Samatha Instructions and Guided Meditation on the Breath,https://dharmaseed.org/teacher/210/talk/12310/,samadhi/jhana,"samadhi,breath meditation,insight and cultivation (aspects or wings of the path),""samadhi: qualities practice develops (refinement, patience, mindfulness, etc.)"",guided meditation on the breath"
2007-03-31,,Samatha Meditation,3,2007_0331 Working with the Hindrances.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/F2y1bemCxJjteLAwtYuabA/p1vGs_NkeTer8sua2CcTldI8l6G9rGHnYa3NO1rKV5Ic4AqZl94V8gt9BjTiz8ui2QZIJXLwwaIYbm6HJmFe-jsKEM6DAxDV5RJTHKxpkeJxlxLifq4YYZGUD_IMrqmk/bb9GLDCtdsBA6wpPWpc7ug0w-J91LgHu_jlijBss0fM),Working with the Hindrances,https://dharmaseed.org/teacher/210/talk/12315/,samadhi/jhana,"samadhi,hindrances,goals and effort,sense pleasure,""sexual energy, working with"",repression / suppression,emotions / mind states: boredom,sensitivity,""emotions: increase energy in attention, decrease in emotion"",working with tiredness / dullness,""mindfulness, foundations of: fourth foundation"""
2007-04-01,,Samatha Meditation,4,2007_0401 Second Samatha Instructions and Guided Meditation.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/JJybSjs1OBml-c7ZetFh1g/RFr6ZKV7d05QEVNVrhNSFej1kAu-Elxb8LE22t-_6nLQLP-Le_JBS8CdXbICXCT_Vj4wowUnmYifvuIJoixK5Xr8j5_bIyufX3txB2N_GX4uqVczaZ5RN82X5mDgJ7-f_dQoafI_vLcJ0_qWr1EZ5n-B29SnI-FQUjXyfn1HrhM/29Ykq56huFjSaao0SqkMWRDfwJeg-3VD0miVhHcx-ZA),Second Samatha Instructions and Guided Meditation,https://dharmaseed.org/teacher/210/talk/12313/,samadhi/jhana,"samadhi,breath meditation,working with pain / discomfort,guided meditation on the breath"
2007-04-01,,Samatha Meditation,5,2007_0401 Developing Samatha Concentration.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/_EJ7XnaXyCv3zVNhI5ttBw/GE3iLd5YDmTmxaCy_2j84giWMmQEk10waJcSpkdZRz_1ZMr-mhSTE4rNfVMejZuQQKotVTEd93I8jfitl7akAgCBunVhKT-4MloJikBuf7M9cKHdpCvzrSBAcmEfTCU8_ytJdwg3uq64bBH2Hutbeg/CfyCLGuXLaddy3hcs9hxISEusIlLFrRrklls59VL1nM),Developing Samatha/Concentration,https://dharmaseed.org/teacher/210/talk/12309/,samadhi/jhana,"samadhi,definitions: samadhi,samadhi: how and why it develops,""samadhi: benefits of practice, samadhi as resource"",emptiness/insight: cementing and consolidating insights,samadhi: dependent on and leading to happiness,hindrances,goals and effort,piti,repression / suppression"
2007-04-02,,Samatha Meditation,6,2007_0402 Third Samatha Instructions and Guided Meditation.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/Q7pZA1dw-N_CL5dXm4risg/jNGoCAoTf-t_Y0UE7ZKYtUqk_p6mHBX98M9ttgrNFK8LbtT8j5Gk9GXVbdVVqlIX2dKEgFEJ2Zrf-aErKdVWYHOUb8zst2Biqv8VoUEuKk9c1xfQqp-jYa_S2NCxhpOKWNiuNwiNEAQwPrhqyhnHDA/bW75YKY6Q1JJb5CE7qcHAnQXoH6gQQZsuKezqYK349w),Third Samatha Instructions and Guided Meditation,https://dharmaseed.org/teacher/210/talk/12314/,samadhi/jhana,"samadhi,breath meditation,guided meditation on the breath,breath meditation: breathing through different areas of the body"
2007-04-02,,Samatha Meditation,7,2007_0402 Jhana Practice.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/2wFHeP0tH_UhpBKSmZ53nw/qcU4fjb2a66M0GMNNT7pMyPMvaczMf752nfeoIDUsMeF3ZW3WWmh5jsVgDZHbKM-pOkBA3Ar8cDgWOOYDxBO4ZyH9AbFD4LiejRld6CXeBMSaExmRWvIt9rUwVPuaaR7/N0OUZC1dreULHLzf8qWiZGknZUgscCEa8DHZuNIYTLg),Jhana Practice,https://dharmaseed.org/teacher/210/talk/12311/,samadhi/jhana,"jhana,intro/overview,jhana: map of all eight jhanas,dangers or shadow sides in any dharma path,samadhi: relationship of samatha and insight,jhana: insight as base/springboard practice"
2007-06-15,,Cambridge Day Retreats,1,2007_0615 Views.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/Nqdiy5XIOCwN-Lvo4K-Meg/zmsBQGpcj0ybAYqSNf9oKmB1QNguZpxAAZZm0NJgyr6k_A7jypsnPSReKrhMrovET3CXg07CMrMXqYWK4GbXaUMwjP7lKDlehUploqetfts/o50ixpdYC91P-O-XcXPkIZypzb2lG09gHAtN7po8ezM),Views,https://drive.google.com/file/d/1NSozHWESs2H7F04B4_f9rJxjN9S5HcF5/view?usp=sharing,emptiness/insight,"views/orientations in practice,Four Noble Truths,generosity,""samadhi: developing well-being, happiness, nourishment"",renunciation/letting go,mindfulness,three characteristics,critique: the practice of 'being with' or 'bare attention',""emptiness of fabrication, unfabricated / snake eating its own tail, links melting"""
2007-06-16,2007_0616 Cambridge Day Retreats - Letting Go of Judgment.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/EqVq1kQQwq9uFD4x_gReng/jfp9FhW3JorGsriNiD-dQs6FhrrSgMLakVU_OEg675hu-ImJfv_DWSoxKqodVNUTFvsCdOnR-F1ToyeeEoJ4G_GzgzrE15fctMZbtixT1j8NMTVT0v7lLxL-hLbPt_lCztlUJxar92MTOKDoevJGjQ/L0Gq_-T_-6VSuCWiH5HKeiSe-LAj8TMpajTMjsJ4j4c),Cambridge Day Retreats,1,2007_0616 Opening Talk - Letting Go of Judgment.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/BAdn6Xsajwz04Tg88YW4AQ/2S8cp3A5ErZWIM2kaQ-FkwnCyVrth81yenoY7YfidrtPngxrJdKq_bN73S_kOwN82pWdvORVSRdTyuJM18XP3EVC_YfzU_og5XcZ7wzcPeZweOtT6njSt6liCbYpky1xxg8PgjYDvAtRnvHTHivoBQ/OrmCz3mLAP4wZQtzhM3JCgllwIH510GFYa_VmW1ETlI),Opening Talk - Letting Go of Judgment,https://drive.google.com/file/d/16rSetWfBeGU5rmKwziDclyO4GwoE0yya/view?usp=sharing,emptiness/insight,"judgment/inner critic,judgment vs discernment,mindfulness"
2007-06-16,,Cambridge Day Retreats,2,2007_0616 Guided Meditation.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/tZBhS-KeGKDD6apLMgkJ_A/FXQVf_FIc-hWO5FD2NUyXIbCPHWzN4rpHqur6rN4c0GRPtLm7r9Aq6aFk-jZNNABMtRTE5YDRyc0RB_UViY32RvabNR7qe1akIbsoUDXjQ6X6eRXKVhPMuL9ZqokPa2f/jk_oigWJDG0L7Lq2Do-onMY4BoZdE4MUSpYLHBFfxdM),Guided Meditation,https://drive.google.com/file/d/1Ua0TaH560vS0Q2exqnF13QQR-zr9ML-Y/view?usp=sharing,samadhi/jhana,"samadhi,breath meditation,guided meditation on the breath,walking meditation"
2007-06-16,,Cambridge Day Retreats,3,2007_0616 Judgment.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/MrnpFoMtfhYY7KQZsbyVJA/VNo3jH3rE7hISWPhzxax9N1qCTDu6u4uqpW5uPGsPDonj6iGMjdg7jNHyx4UcRwpvA4Bvd6YkWpd8UUoQkls07iRicbtPuftfN-Sf1JvoCA/7PidbLNmX1yfFm_a4KDqSxTl4NqC8dAhZWEor4teJL4),Judgment,https://drive.google.com/file/d/1iq-d4A4B85djXKK5YR03pKadZjWVyKxm/view?usp=sharing,emptiness/insight,"judgment/inner critic,mindfulness,metta,metta: retraining the habits of mind,emotions / mind states: fear and anxiety,""self-views, noticing and practicing with"",three characteristics,not-self (anatta)"
2007-06-16,,Cambridge Day Retreats,4,2007_0616 Questions and Answers.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/lFX9JSAN_dPl4Zvl7MhLSg/LjQHIxRxjd622EElxi9GSW5abPa6yoEl6kgsKZhGNIMuFdOnYvPEZJRsVDVrF70inkY2Tb2hpj-VMDjojcZrn1IvDtj-1QQaNCi6kR1PqyQaw4mqgJ0rw5jdfMdTPW4C/cRAnJ1mJbH2Ml0hwiBeVbPHDSWrkULzOXG5pWGsVQ-s),Questions and Answers,https://drive.google.com/file/d/1WepWtC4yecOaE4F_UdVbJWdvXJJHXB9g/view?usp=sharing,emptiness/insight,"emotions / mind states: fear and anxiety,mindfulness,metta,metta: retraining the habits of mind"
2007-07-16,,"Path of Liberation, IMS",1,2007_0716 Path of Liberation - Freedom from Fear and Anxiety.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/o1C72oeS9cwBkHyJlZLmuw/tbXS4pb-2zV6pTkBBGL0czcEMP9qD2DGIpe06uxL7tz7EUbuUn2AF1KBFEGvi9j8DcXdECLt4H1O2xTDk_upZSRlKwWABVnm5CzjcsZBMMSwWo_fT1CKcIJlKUFpjhEiZGIJv7HU-5d9_QpYuMZ4oQ/WVjlVBgUAfu-xO804wp6eFr7dTtEcNll0__vxdX9Tqg),Freedom from Fear and Anxiety,https://dharmaseed.org/teacher/210/talk/868/,emptiness/insight,"emotions,emotions / mind states: fear and anxiety,inquiring,generosity,mindfulness,emotions / mind states: fearlessness in regard to emotions,working with difficult emotions / sensations / energies,judgment/inner critic,metta,""emotions / mind states, resourcing and cultivating skillful"""
2007-09-17,2007_0917 Deepening in Wisdom.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/B_BumjSlOTzyJdnlYHuMQw/05_lanCHdADpfX2kAxcw7oJm73l56BjHQEp4JB6IeAjymp808aICpcOh1s9YO0bOdETNwXOk-dpKukYOEZbcAJ22sgdMzjsZk6bUv-KfOQqQ9O0OMZuAwrsIbDgo1OFB/zvI5Z1HBeWEoqb_CmdzILCSy9MNyGw_UaMAfNs9PhBA),Deepening in Wisdom,1,2007_0917 Ocean of Patience.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/oceCq36eJa_8vTaJANgsAw/IZfQYvI_4nHbDqnWbIAQpi5ZciZwxC_VYiOFcosbEYjpQw23HCjIMlqrCtN5SBRrB4g0XDp0YggKNK3324042hghlwYFx578VYyta1Q8YhEpG5oXVE-ES8Y4kZf-Gt5E/08bPqwp-f_v0Z_NLDNTPizDtwPVVKBiiIDk9-vXgrOo),Ocean of Patience,https://dharmaseed.org/teacher/210/talk/12222/,"emptiness/insight,samadhi/jhana","mindfulness,samadhi,emotions,""samadhi: qualities practice develops (refinement, patience, mindfulness, etc.)"",""sila, samadhi, panna (aspects of the path)"""
2007-09-20,,Deepening in Wisdom,2,2007_0920 The Self and the World.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/8RWn3vRpdJTXnuZE-Qyhww/6YFwdc50vr4zby2A7O6SD6jn8N3KP402yQcxa2b19jI9QpYt_Ltjnhe3mYDb30JN-xwKdz83slcNrxlAeSxNtbBUWTeh2meTuKiuuoQoOhRLVoDP1tK5j5nZBOxhZgP2/FulcA0WNtgCKSxaSj8GmHyjkbxW6soI772hj7FTqxKQ),The Self and the World,https://dharmaseed.org/teacher/210/talk/12223/,emptiness/insight,"""self-views, noticing and practicing with"",three characteristics,not-self (anatta),aggregates (skandhas),healing of the world (tikkun olam),""emptiness/insight: fading, unfabricating"",the Unfabricated"
2007-10-13,"""2007_1013 Silent Autumn Retreat, Finland.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/sbR_4dYN5PjavNZh-W6-sA/CWbKkwBogEkcPjYBV61uXcutD5pbWeumDQuOXCJBrTtUmDjkne3aQl-knWBC34Ayt-Lt0MgtbWkmLAsV_XO8cUQ4a3dkJ0JVxeFC4EAaoU333ACczYv1ckaMeeOvXUtt/IdkKjNESFaPPTcHOZyvpqm-mUEvW4OP1VYVS7IQ9k8g)""","Silent Autumn Retreat, Finland",1,2007_1013 What Are We Doing Here.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/kVtgPyc_n_vCfsTK_Z1huQ/VjT-fB5eCCeAonajpdxUCQL63DyM9BxGrEMLXXgUW_0P5tXcdJX4T4H2GQoDjhs8K1gmDXho2S5ahpMmaqnQir0FavM2nVcxyrcA9enXmciYi4WOD6kAoUwuIyHy538U/vO7Orn-yEYM4PWVFcMvqniRcFOUYE_VW6nt9MvPuV7g),What Are We Doing Here?,https://drive.google.com/file/d/1MD7y5axESgZ8YzzBGUXxW5gyYYL6HHip/view?usp=sharing,emptiness/insight,"mindfulness,inquiring,insight and cultivation (aspects or wings of the path),""samadhi: developing well-being, happiness, nourishment"",""samadhi: qualities practice develops (refinement, patience, mindfulness, etc.)"",dukkha (suffering)"
2007-10-15,,"Silent Autumn Retreat, Finland",2,2007_1015 Equanimity.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/B8wpSNElUkMciNGVT5Y7Dg/UP1xDvYa8FSQ9_rJ3pABfH0cusMQgu-3_Rd5DY-jKoRwIn9enmKiZef72Ii1uGuPwLQr7NHpUsvurddAen6-rf2u5XRp5mGb7-gqdd3bS8Q/qUh9f3hEVOrSnO6o3C2LvvUER74fjZ0x3OlYY6aMSww),Equanimity,https://drive.google.com/file/d/19nBVmV01ktf0g-95AV7KzyYhmDkhVEZ8/view?usp=sharing,"brahmaviharas,emptiness/insight","equanimity,equanimity: near enemies,impermanence (anicca),joy,art's importance in the world,worldly winds,equanimity: types of equanimity,""emptiness/insight: understanding, not just having experiences"""
2007-10-17,,"Silent Autumn Retreat, Finland",3,2007_1017 Freedom from Fear and Anxiety.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/MFIYlIJojy_4WI2K99HA0Q/2FS3qCT4iAzRsafzozV4yNqtL3oVhoJ9_k-TXbJdXIhktxM14UrZZjSAdT7L_bQmcHK5HavR2_ykZvveybIjZwSlO6L8KRfq5otE5XPcYYWMQP2LZ70yF7SJo2_nTAHz/I7M8kI8sRPxK_aNPDUY28sYJ6dPzI-ktD-DDN1ufuEE),Freedom from Fear and Anxiety,https://drive.google.com/file/d/1X9IqPb45q1gB4mO5txkymygKZWwPD5dw/view?usp=sharing,emptiness/insight,"emotions,emotions / mind states: fear and anxiety,inquiring,generosity,mindfulness,working with difficult emotions / sensations / energies,judgment/inner critic,metta"
2007-11-03,2007_1103 November Solitary.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/vMKHi4vAYg881Er-99K7Ng/DOE8ZVY2eZh24beHTXEaUv8F4vw_fBlNjHKNFT4vfW0ehFE_uaYMUqgEtH2xWMKJnG5R_1vbTtKinxnR_Mou3FHv1tXxm1OlPaUc-Zju3siePZczfIWedVTwkpba9O8T/UB5WS1DM8Sr3RcgbFGxL6aqsV8_jRmTgHtGzUjvO4y8),November Solitary,1,2007_1103 A Body At Peace With Itself.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/tHS9nnrvqUktQAVr14JoOA/LE1LSvPX5xjhdG5xMWcVzIbOkaUAWL-oDnqTGZZCeaefpvblley9wOJQuwjCbuGsplcSv-LLMog6ZT_zeVqrlvUIHRwm0adJdo3r6Wmb-Hs0RS_rTO7_A38HYOJv2uHL/2a3B6mQOQB_6jfSCoVFCgrMM4Gf1Pa8Qqx-l0wdB4JI),"""A Body at Peace with Itself""",https://dharmaseed.org/teacher/210/talk/11926/,emptiness/insight,"mindfulness,""mindfulness, foundations of: first foundation (body)"",aging/sickness/death,""overestimating effect of mind on body, health, illness"",working with pain / discomfort,""sizes or scopes of attention (narrow, energy body, vast)"",malleability of perception,three characteristics,impermanence (anicca),dukkha (suffering),not-self (anatta)"
2007-11-08,,November Solitary,2,2007_1108 A Question of Faith.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/P0e5uZ8SzNkUphzeVybAJg/M89O57YejR6Zt27jXxtTgbV0CA6fR9vfe9J-qbaEsBILyRglDPH4iKk8BF3LMcXdiG7BuHPzgILS_73BI_9ifKiXMtnAOfz7GzUqu65h09p1VcK68pBHCJdNfU-odVXu/Iwa3UwwLyGcO1tcxyxnBzmvzt7tFYnmeN8_ch4BgvVA),A Question of Faith,https://dharmaseed.org/teacher/210/talk/11927/,other topics,"inquiring,faith,devotion,views of the path,Four Noble Truths"
2007-11-17,,November Solitary,3,2007_1117 Into the Depths of Silence.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/twIkS7CMCHLW92sJF8l4Lg/rLb0b26UkeIZvU-WEBzsoQoJMdTZwhPcjyCwUa9WTPeN9O6s-pgAK2h7eiszxdYRTwExsct9nSiP19YAbuCY7XtNBLLcHjNhxB_4zGFci7-fH3QP7hN0cFH9HiKkjx7W/wLpwbkKt-ZPdCoMAox-77h4rwoE0PXF7cceLJuWqX2E),Into the Depths of Silence,https://dharmaseed.org/teacher/210/talk/11928/,emptiness/insight,"depths and dimensions of silence,getting in touch with deeper priorities,emotions / mind states: guilt or remorse,Practice: opening to sounds and silence,Practice: spacious or vast awareness,""emptiness/insight: fading, unfabricating"",the Unfabricated shining through this world"
2007-11-24,,November Solitary,4,2007_1124 Time and the Emptiness of Time.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/539InLMVnb8Pfl0m5eCZRA/iuBXLZIHEQsOo7WyYVD7l_tz6CnreH15SYoMkC8oPils5mza0na6f2P2BLG2eueba6R8FMdCkckDz4GCSUFyPuT_SKOPayW11UFNeoO7Ez9HQ7ohCGNwaccWaroNz0-9/wvQNnTPw71-YUK4-7Qx9WP8BmGY_GqsXdwiEVl2_yis),Time and the Emptiness of Time,https://dharmaseed.org/teacher/210/talk/11929/,emptiness/insight,"emptiness of time,Practice: Neither one nor many,Practice: diamond slivers analysis (Nagarjuna),Christian mysticism,""emptiness/insight: fading, unfabricating"",emptiness/insight: fading or logic and analysis as ways in,""emptiness/insight: dependent arising, mutual dependence"",eternality / timelessness"
